case_number,court,date,case_type,case_name,result,summary,reasoning,keywords
2022고합567,부산고등법원,2022-10-13,형사,횡령,유죄,회사 자금을 업무상 횡령한 임원에 대한 형사 사건,업무상 횡령의 고의 및 불법영득의사가 인정되고 피해액도 명확히 산정되므로 유죄가 선고된다,횡령,업무상횡령,불법영득,형사
2023가단22345,대구지방법원,2023-02-28,민사,보험금청구,원고 승소,보험사고 발생 후 보험회사가 보험금 지급을 거절하여 청구하는 사건,보험약관에 따른 보험금 지급 요건이 충족되었으므로 보험회사는 보험금을 지급하여야 한다,보험금,보험계약,보험약관,보험사고
2023고단8901,서울중앙지방법원,2023-08-17,형사,절도,유죄,피고인이 타인의 재물을 절취한 사건,절취의 고의 및 불법영득의사가 인정되므로 절도죄가 성립한다,절도,불법영득,형사,재산범죄
2022가합90123,수원지방법원,2022-09-06,민사,주주총회결의 무효확인,원고 승소,절차상 하자 있는 주주총회결의의 무효를 구하는 사건,소집 절차의 위반이 있어 주주총회 결의에 중대한 하자가 있으므로 결의는 무효이다,주주총회,결의무효,회사법,소집절차
2023나45678,서울고등법원,2023-03-29,민사,특허침해,원고 일부 승소,피고가 원고의 특허를 무단으로 실시하여 손해배상을 구하는 사건,피고의 제품이 특허청구범위에 속함이 인정되나 손해액 산정에 있어 기여율을 감안하여 일부만 인정된다,특허,지식재산권,특허침해,손해배상
2022고합1234,서울고등법원,2022-07-07,형사,뇌물수수,유죄,공무원이 직무와 관련하여 금품을 수수한 사건,직무관련성과 대가성이 인정되므로 뇌물수수죄가 성립한다,뇌물,공무원,직무관련성,부패
2023가합56789,인천지방법원,2023-06-14,민사,이사 손해배상책임,원고 승소,회사 이사가 임무를 해태하여 회사에 손해를 입힌 사건,이사의 선량한 관리자의 주의의무 위반이 인정되므로 회사에 발생한 손해를 배상하여야 한다,이사,선관주의의무,임무해태,회사법
2023나67890,대구고등법원,2023-07-21,민사,공사대금청구,원고 일부 승소,수급인이 도급인에게 완성된 공사에 대한 대금을 청구하는 사건,공사가 완성되었음이 인정되나 하자 있는 부분에 대한 손해를 공제하여 일부만 인정된다,공사대금,도급계약,수급인,하자
2022가단34567,서울북부지방법원,2022-11-30,민사,임차보증금반환,원고 승소,임대차 계약 종료 후 임대인이 보증금을 반환하지 않아 청구하는 사건,임대차 계약이 적법하게 종료되었으므로 임대인은 보증금을 반환하여야 한다,임차보증금,임대차,계약종료,반환의무
2023고단5678,부산지방법원,2023-09-28,형사,강도,유죄,피고인이 폭행으로 피해자의 재물을 강취한 사건,폭행을 수단으로 한 재물 강취의 고의가 인정되므로 강도죄가 성립한다,강도,폭행,재물강취,형사
2022가합12345,서울서부지방법원,2022-08-18,민사,명예훼손,원고 일부 승소,허위 사실 유포로 원고의 명예를 훼손한 사건,허위 사실이 적시되어 명예가 훼손되었으나 위자료 금액은 손해 정도를 고려하여 감액한다,명예훼손,허위사실,위자료,인격권
2023나78901,광주고등법원,2023-04-06,민사,유류분반환청구,원고 일부 승소,유언에 의해 유류분이 침해된 상속인이 반환을 구하는 사건,유류분 부족액이 산정되며 수증자는 그 한도에서 반환의무를 진다,유류분,상속,유언,반환청구
2022고합9012,서울중앙지방법원,2022-06-16,형사,성폭력,유죄,피고인이 피해자를 강제추행한 사건,피해자의 진술이 신빙성 있고 범행 정황이 충분히 인정되므로 강제추행죄가 성립한다,성폭력,강제추행,피해자진술,형사
2023가합23456,대전지방법원,2023-01-11,민사,양수금청구,원고 승소,채권을 양수한 자가 채무자에게 양수금의 지급을 구하는 사건,채권 양도가 유효하게 이루어졌고 채무자에게 통지가 도달하였으므로 지급의무가 있다,채권양도,양수금,통지,지급의무
2023나89012,수원고등법원,2023-08-03,민사,해고무효확인,원고 승소,사용자가 정당한 이유 없이 근로자를 해고한 사건,해고의 정당한 이유가 인정되지 않으므로 해고는 무효이며 원직에 복직하여야 한다,해고,부당해고,근로기준법,복직
2022가단45678,인천지방법원,2022-10-04,민사,구상금청구,원고 일부 승소,연대보증인이 채무를 변제한 후 주채무자에게 구상권을 행사하는 사건,연대보증인의 구상권 행사 요건이 충족되었으나 변제금 일부가 과다하므로 그 부분은 공제한다,구상금,연대보증,변제,구상권
2023고단7890,대구지방법원,2023-05-22,형사,마약,유죄,피고인이 마약류를 투약하고 소지한 사건,투약 사실이 소변검사 및 증거에 의해 인정되므로 마약류관리법 위반죄가 성립한다,마약,투약,마약류관리법,형사
2022가합34567,서울중앙지방법원,2022-09-27,민사,부당이득반환,원고 승소,법률상 원인 없이 이득을 취한 피고를 상대로 반환을 구하는 사건,피고가 법률상 원인 없이 이득을 얻어 원고에게 손해를 입혔으므로 부당이득 반환의무가 있다,부당이득,반환,법률상원인,손해
2023나90123,서울고등법원,2023-06-30,민사,상표권침해,원고 승소,피고가 원고의 등록상표와 동일·유사한 표장을 사용한 사건,상표 유사성이 인정되고 출처의 혼동 가능성이 있으므로 상표권 침해가 성립한다,상표,지식재산권,상표침해,출처혼동
2022고합3456,부산지방법원,2022-07-25,형사,방화,유죄,피고인이 자신의 집에 불을 질러 이웃집까지 연소된 사건,방화의 고의가 인정되고 공공의 위험을 발생시켰으므로 현주건조물방화죄가 성립한다,방화,현주건조물,고의,형사
2023가합78901,서울남부지방법원,2023-02-16,민사,소유권이전등기,원고 승소,매매 계약에 의한 소유권이전등기를 청구하는 사건,매매 계약이 유효하게 성립되었고 잔금 지급도 완료되었으므로 피고는 소유권이전등기를 이행하여야 한다,소유권이전,등기,매매계약,이행청구
2023나01234,서울고등법원,2023-09-19,민사,저작권침해,원고 일부 승소,피고가 원고의 저작물을 무단으로 복제하여 사용한 사건,저작권 침해가 인정되나 손해액 산정에 있어 기여율을 고려하여 일부만 인정된다,저작권,저작물,복제,지식재산권
2022가단56789,광주지방법원,2022-12-05,민사,친권상실청구,원고 승소,아동을 학대한 부모의 친권상실을 구하는 사건,아동학대 사실이 인정되어 자녀의 복리를 위하여 친권상실을 선고한다,친권,아동학대,친권상실,아동복리
2023고단2345,서울서부지방법원,2023-03-08,형사,사문서위조,유죄,피고인이 타인 명의로 계약서를 위조한 사건,위조의 고의 및 행사의 목적이 인정되므로 사문서위조 및 위조사문서행사죄가 성립한다,사문서위조,문서,위조,형사
2022가합45678,인천지방법원,2022-08-09,민사,공유물분할청구,원고 승소,공유자가 다른 공유자를 상대로 공유물 분할을 청구하는 사건,협의분할이 불가하므로 현물분할을 명하며 이것이 불가능한 경우 경매에 의한 분할을 명한다,공유물분할,공유,현물분할,경매
2023나12345,대전고등법원,2023-04-27,민사,조합탈퇴에 의한 지분반환,원고 일부 승소,조합에서 탈퇴한 자가 지분 반환을 청구하는 사건,탈퇴 시 조합 재산의 상태에 따라 지분을 산정하여야 하므로 청구액 중 일부만 인정된다,조합,지분,탈퇴,반환
2022고합7890,서울고등법원,2022-11-14,형사,배임,유죄,타인의 사무를 처리하는 자가 그 임무에 위배하여 손해를 가한 사건,임무위배 행위와 재산상 손해 사이의 인과관계가 인정되므로 배임죄가 성립한다,배임,임무위배,재산상손해,형사
2023가합89012,서울중앙지방법원,2023-07-10,민사,손해배상(환경),원고 승소,공장에서 발생한 오염 물질로 인한 피해에 대한 손해배상을 구하는 사건,피고 공장의 배출행위와 원고의 손해 사이에 인과관계가 인정되므로 손해배상 의무가 있다,환경오염,손해배상,인과관계,불법행위
2023나23456,수원고등법원,2023-05-16,민사,계약해제에 따른 원상회복,원고 승소,계약이 해제된 후 원상회복을 구하는 사건,계약 해제가 유효하므로 각 당사자는 받은 급부를 반환하여야 하며 이자도 함께 지급하여야 한다,계약해제,원상회복,반환의무,이자
2022가단67890,서울북부지방법원,2022-10-31,민사,사해행위취소,원고 승소,채무자가 채권자를 해함을 알면서 재산을 처분한 행위를 취소 청구하는 사건,채무자의 사해의사와 수익자의 악의가 인정되므로 사해행위 취소 및 원상회복을 명한다,사해행위,취소,채권자취소권,원상회복
2023고단9012,부산지방법원,2023-10-05,형사,음주운전,유죄,혈중알코올농도 0.15%의 상태에서 차량을 운전한 사건,혈중알코올농도가 도로교통법상 기준치를 초과하므로 음주운전죄가 성립한다,음주운전,혈중알코올농도,도로교통법,형사
2022가합56780,서울동부지방법원,2022-09-13,민사,영업비밀침해,원고 승소,전직 직원이 영업비밀을 경쟁사에 누출한 사건,영업비밀의 요건이 충족되고 피고의 누출행위가 인정되므로 손해배상 의무가 있다,영업비밀,부정경쟁,손해배상,기업법
2023나34561,광주고등법원,2023-06-08,민사,면책불허가에 대한 불복,원고 패소,파산면책 불허가 결정에 대해 불복한 사건,채무자가 사기적 파산에 해당하여 면책을 불허한 원심 결정이 정당하다,파산,면책,사기파산,도산법
2022고합8901,대구지방법원,2022-07-01,형사,특수상해,유죄,피고인이 위험한 물건을 사용하여 피해자에게 상해를 입힌 사건,위험한 물건을 사용하였고 상해의 결과가 발생하였으므로 특수상해죄가 성립한다,특수상해,위험한물건,상해,형사
2023가합01234,대전지방법원,2023-08-24,민사,토지인도청구,원고 승소,불법으로 타인의 토지를 점유한 피고를 상대로 토지 인도를 청구하는 사건,소유권에 기한 방해배제로서 피고는 토지를 인도하여야 하고 부당이득도 반환하여야 한다,토지인도,소유권,방해배제,불법점유
2023나45679,서울고등법원,2023-07-13,민사,어음금청구,원고 승소,어음의 소지인이 발행인을 상대로 어음금의 지급을 구하는 사건,어음이 유효하게 발행되었고 지급 제시도 적법하게 이루어졌으므로 발행인은 어음금을 지급하여야 한다,어음,어음금,지급제시,유가증권
2022가단78901,수원지방법원,2022-11-21,민사,위약금청구,원고 일부 승소,계약 불이행에 따른 위약금을 청구하는 사건,위약금 약정이 유효하나 법원이 재량으로 감액하여 일부만 인정한다,위약금,계약불이행,감액,손해배상
2023고단3456,서울중앙지방법원,2023-04-12,형사,업무방해,유죄,위력으로 타인의 업무를 방해한 사건,위력 행사와 업무 방해 사이의 인과관계가 인정되므로 업무방해죄가 성립한다,업무방해,위력,형사,방해행위
2022가합67891,인천지방법원,2022-08-26,민사,손해배상(제조물책임),원고 승소,제조물의 결함으로 인한 소비자 피해에 대한 배상을 구하는 사건,제조물의 결함이 인정되고 손해와의 인과관계도 인정되므로 제조자는 손해를 배상하여야 한다,제조물책임,결함,손해배상,소비자보호
2023나56789,대구고등법원,2023-08-31,민사,자동차보험구상금,원고 일부 승소,보험회사가 피보험자의 과실에 의한 사고에서 보험금 지급 후 가해자에게 구상권을 행사하는 사건,구상 요건이 충족되나 과실 비율에 따라 구상 금액이 제한된다,자동차보험,구상금,과실,보험
2022고합2345,서울중앙지방법원,2022-10-18,형사,위증,유죄,법정에서 허위 진술을 한 증인에 대한 사건,허위 진술임을 인식하면서 선서 후 허위 진술을 하였으므로 위증죄가 성립한다,위증,허위진술,법정,형사
2023가합12346,서울서부지방법원,2023-03-24,민사,퇴직금청구,원고 승소,사용자가 퇴직 근로자에게 퇴직금을 지급하지 않아 청구하는 사건,계속근로기간이 1년 이상이고 퇴직급여 지급 요건이 충족되므로 퇴직금을 지급하여야 한다,퇴직금,퇴직급여,근로기준법,계속근로
2023나67891,서울고등법원,2023-05-02,민사,공정거래법위반으로 인한 손해배상,원고 일부 승소,시장 지배적 사업자가 남용 행위로 경쟁 사업자에게 손해를 입힌 사건,시장지배적지위남용이 인정되나 손해액 산정에 기여율을 적용하여 일부만 인정된다,공정거래,시장지배,남용행위,손해배상
2022가단89012,부산지방법원,2022-12-14,민사,사용자책임,원고 승소,피용자의 불법행위에 대해 사용자에게 책임을 묻는 사건,피용자의 행위가 사무집행 관련성이 인정되므로 사용자는 배상책임을 진다,사용자책임,피용자,사무집행,불법행위
2023고단6789,대전지방법원,2023-06-27,형사,스토킹,유죄,피고인이 지속적으로 피해자에게 접근하고 연락하여 불안감을 준 사건,스토킹행위의 지속성과 반복성이 인정되므로 스토킹범죄의처벌등에관한법률 위반죄가 성립한다,스토킹,지속적접근,피해자,형사
2022가합78902,서울남부지방법원,2022-07-19,민사,소비자분쟁 손해배상,원고 일부 승소,사업자의 불공정 약관으로 인해 소비자에게 발생한 손해배상을 구하는 사건,불공정 약관 조항이 무효로 인정되며 이로 인한 손해가 인정되나 일부 손해는 소비자의 기여로 감액된다,소비자,불공정약관,손해배상,소비자보호
2023나78902,광주고등법원,2023-09-14,민사,담보권실행금지가처분,원고 패소,채무자가 담보권자의 담보 실행을 저지하려는 가처분 신청 사건,피보전권리 및 보전의 필요성이 인정되지 않으므로 가처분 신청을 기각한다,담보권,가처분,보전처분,민사집행
2022고합4567,수원지방법원,2022-08-03,형사,컴퓨터등사용사기,유죄,피고인이 전산망에 허위 정보를 입력하여 재산상 이득을 취한 사건,허위 정보 입력과 재산상 이득 취득의 인과관계가 인정되므로 컴퓨터등사용사기죄가 성립한다,컴퓨터사기,정보통신,허위입력,형사
2023가합23457,서울중앙지방법원,2023-01-31,민사,전용실시권 침해,원고 승소,전용실시권자의 권리를 침해한 피고에 대한 손해배상 청구 사건,전용실시권 침해가 인정되므로 피고는 손해를 배상하고 침해 행위를 중지하여야 한다,전용실시권,특허,침해,손해배상
2023나89013,서울고등법원,2023-10-22,민사,집합건물 하자보수비용,원고 일부 승소,집합건물 분양자의 하자담보책임을 묻는 사건,하자가 인정되나 하자보수비용은 실제 하자 정도에 맞게 산정되어야 하므로 청구액 중 일부만 인정된다,집합건물,하자담보,분양,하자보수
2022가단90123,서울북부지방법원,2022-11-08,민사,가족관계등록정정청구,원고 승소,출생신고의 오류를 정정하려는 사건,오류가 명백하게 인정되므로 가족관계등록부의 정정을 허가한다,가족관계등록,정정,출생신고,신분
2023고단1234,인천지방법원,2023-02-14,형사,명예훼손(사이버),유죄,피고인이 인터넷에 허위 사실을 게시하여 피해자의 명예를 훼손한 사건,정보통신망을 통한 허위 사실 적시로 명예가 훼손되었으므로 정보통신망이용촉진및정보보호등에관한법률 위반죄가 성립한다,사이버명예훼손,정보통신망,허위사실,형사
2022가합89013,대구지방법원,2022-09-20,민사,해상운송 손해배상,원고 일부 승소,해상운송 중 화물이 손상되어 운송인에게 배상을 구하는 사건,운송인의 주의의무 위반이 인정되나 화물의 고유 결함도 기여하였으므로 일부만 인정된다,해상운송,화물손상,손해배상,운송법
2023나01235,대전고등법원,2023-03-07,민사,행정처분 취소소송,원고 패소,행정기관의 영업허가 취소처분에 불복하는 소송,처분의 위법성이 인정되지 않으므로 원고의 청구를 기각한다,행정처분,영업허가,취소소송,행정법
2022고합5678,서울고등법원,2022-12-29,형사,조세포탈,유죄,소득을 누락하여 세금을 포탈한 사건,조세 회피의 고의와 실제 포탈 세액이 입증되었으므로 조세범처벌법 위반죄가 성립한다,조세포탈,세금,조세범,형사
2023가합34562,서울동부지방법원,2023-04-20,민사,금융기관 대출 채무불이행,원고 승소,대출금을 상환하지 않는 채무자를 상대로 채권 회수를 구하는 사건,대출 계약상 채무 불이행이 명확하므로 원금과 연체이자를 지급하여야 한다,대출,채무불이행,연체이자,금융
2023나12346,수원고등법원,2023-06-19,민사,상속재산분쟁,원고 일부 승소,공동상속인 간 상속재산의 분배를 둘러싼 분쟁,기여분 및 특별수익을 고려하여 법정상속분을 산정하여 분배를 명한다,상속,기여분,특별수익,공동상속
2022가단01234,서울서부지방법원,2022-10-26,민사,근저당권 말소청구,원고 승소,채무가 소멸하였음에도 근저당권 등기가 남아 있어 말소를 청구하는 사건,피담보채권이 소멸하였으므로 근저당권 등기는 말소하여야 한다,근저당,말소,피담보채권,부동산등기
2023고단4567,광주지방법원,2023-07-31,형사,도박,유죄,피고인이 도박장을 개설하고 도박을 한 사건,도박 개설 행위 및 도박 행위가 모두 인정되므로 도박죄 및 도박개장죄가 성립한다,도박,도박개장,형사,사행행위
2022가합01235,서울중앙지방법원,2022-08-02,민사,주식 양도대금 청구,원고 승소,주식 양도 계약에 따른 대금을 지급받지 못한 사건,주식 양도 계약이 유효하게 성립되었으므로 피고는 약정 대금을 지급하여야 한다,주식,양도,대금,회사법
2023나23457,서울고등법원,2023-09-26,민사,국가배상청구,원고 일부 승소,공무원의 직무 수행 중 불법행위로 손해를 입은 사건,공무원의 과실로 인한 직무수행의 위법성이 인정되나 피해자의 기여도를 참작하여 일부만 인정된다,국가배상,공무원,직무상불법행위,손해배상
2022가단12345,부산지방법원,2022-09-07,민사,신원보증인의 책임,원고 일부 승소,피용자의 행위로 인한 손해에 대해 신원보증인에게 책임을 묻는 사건,신원보증 계약이 유효하고 손해 발생이 인정되나 보증 범위를 초과하는 부분은 인정되지 않는다,신원보증,보증인,손해배상,고용
2023고단8901,서울중앙지방법원,2023-08-08,형사,협박,유죄,피고인이 피해자에게 해악을 고지하여 공포심을 느끼게 한 사건,해악의 고지가 있었고 피해자가 공포심을 느꼈으므로 협박죄가 성립한다,협박,해악고지,공포심,형사
2022가합12346,인천지방법원,2022-07-13,민사,도급계약 해제,원고 일부 승소,수급인의 채무불이행을 이유로 도급계약을 해제하고 원상회복을 구하는 사건,채무불이행이 인정되어 계약 해제는 유효하나 기성 부분에 대한 보수는 지급하여야 한다,도급계약,해제,채무불이행,원상회복
2023나34562,대구고등법원,2023-05-30,민사,증권집단소송,원고 일부 승소,허위 공시로 인한 주가 하락으로 손해를 입은 투자자들이 발행회사를 상대로 손해배상을 구하는 사건,허위 공시와 주가 하락 사이의 인과관계가 인정되나 주가 하락의 일부는 다른 요인에 기인하므로 일부만 인정된다,증권,집단소송,허위공시,손해배상
2022고합6789,부산고등법원,2022-11-23,형사,특정경제범죄(사기),유죄,피고인이 대규모 투자 사기를 저질러 다수의 피해자에게 손해를 입힌 사건,기망 행위와 편취 고의가 명백하고 피해 규모가 크므로 특정경제범죄가중처벌등에관한법률 위반죄가 성립한다,특경법,투자사기,기망,형사
2023가합45678,서울남부지방법원,2023-06-04,민사,의류 디자인 저작권 침해,원고 승소,피고가 원고의 의류 디자인을 무단으로 복제하여 판매한 사건,원고의 의류 디자인이 창작성이 인정되는 저작물임이 인정되고 피고의 복제 행위가 저작권 침해에 해당한다,저작권,디자인,복제,지식재산권
2023나45680,서울고등법원,2023-10-10,민사,신탁재산 반환청구,원고 승소,수탁자가 신탁 목적에 위반하여 처분한 신탁재산의 반환을 구하는 사건,수탁자의 신탁 위반 행위가 인정되므로 수탁자는 신탁재산 또는 그 가액을 반환하여야 한다,신탁,수탁자,신탁위반,반환
2022가단23456,대전지방법원,2022-10-17,민사,근로자지위확인,원고 승소,특수형태근로자가 근로자 지위 확인을 구하는 사건,사용종속관계가 인정되므로 원고는 근로기준법상 근로자에 해당한다,근로자지위,특수형태근로,사용종속관계,노동법
2023고단0123,서울북부지방법원,2023-01-17,형사,횡령(업무상),유죄,회계담당 직원이 회사 자금을 임의로 사용한 사건,업무상 타인의 재물을 보관하는 자가 불법으로 유용하였으므로 업무상횡령죄가 성립한다,업무상횡령,재물,불법유용,형사
2022가합23457,광주지방법원,2022-07-28,민사,토지경계 확정,원고 승소,인접 토지 소유자 사이의 경계를 둘러싼 분쟁,측량 결과 및 지적 공부에 의해 경계가 확정되며 피고는 침범 부분을 반환하여야 한다,토지경계,경계분쟁,지적측량,부동산
2023나56790,광주고등법원,2023-07-25,민사,손해배상(교통사고),원고 일부 승소,교통사고로 인한 인신 손해에 대한 배상을 구하는 사건,사고와 손해의 인과관계가 인정되나 피해자의 과실이 기여하였으므로 과실상계 후 나머지를 인정한다,교통사고,인신손해,과실상계,손해배상
2022고합0123,서울중앙지방법원,2022-06-07,형사,통화위조,유죄,피고인이 위조 화폐를 제조하여 유통시킨 사건,통화위조의 고의 및 행사의 목적이 인정되므로 통화위조 및 위조통화행사죄가 성립한다,통화위조,위조화폐,형사,화폐
2023가합56790,서울중앙지방법원,2023-08-14,민사,전세권 기한 후 지급청구,원고 승소,전세권 설정 기간 종료 후 전세금을 반환하지 않는 전세권 설정자를 상대로 청구하는 사건,전세권 존속 기간 만료 후 전세금 반환 의무가 발생하므로 피고는 전세금을 반환하여야 한다,전세권,전세금,반환,부동산
2023나67892,서울고등법원,2023-08-28,민사,채권자대위소송,원고 승소,채무자의 제3채무자에 대한 권리를 대위행사하는 사건,대위 요건이 충족되므로 채권자는 채무자를 대위하여 제3채무자에게 청구할 수 있다,채권자대위,대위소송,채권보전,민법
2022가단34568,수원지방법원,2022-12-08,민사,단체협약 위반 손해배상,원고 일부 승소,사용자가 단체협약을 위반하여 근로자에게 손해를 입힌 사건,단체협약 위반이 인정되나 근로자의 귀책사유도 있으므로 일부만 인정된다,단체협약,노동조합,손해배상,노동법
2023고단5679,대구지방법원,2023-05-09,형사,개인정보보호법 위반,유죄,개인정보를 무단으로 수집·이용한 사업자에 대한 사건,정보 주체의 동의 없이 개인정보를 수집하여 이용하였으므로 개인정보 보호법 위반죄가 성립한다,개인정보,정보보호,무단수집,형사
2022가합34568,서울동부지방법원,2022-08-30,민사,프랜차이즈 계약 해지 분쟁,원고 일부 승소,가맹본부의 계약 해지에 대해 가맹점사업자가 이의를 제기하는 사건,계약 해지 사유가 일부만 인정되므로 부당 해지에 해당하는 부분에 대한 손해배상을 인정한다,프랜차이즈,가맹계약,계약해지,손해배상
2023나78903,대전고등법원,2023-09-11,민사,담보 제공 계약 취소,원고 승소,착오를 이유로 담보 제공 계약을 취소하는 사건,중요한 부분에 관한 착오가 있었고 표의자에게 중과실이 없으므로 계약취소가 유효하다,착오,계약취소,담보,민법
2022고합1235,부산지방법원,2022-09-28,형사,의료법 위반,유죄,무면허 의료 행위를 한 피고인에 대한 사건,의료 면허 없이 의료 행위를 하였으므로 의료법 위반죄가 성립한다,의료법,무면허,의료행위,형사
2023가합67892,서울서부지방법원,2023-07-27,민사,저작인격권 침해,원고 승소,저작자의 동의 없이 저작물을 변형한 사건,저작자의 동일성유지권이 침해되었으므로 피고는 위자료를 지급하고 침해 행위를 중지하여야 한다,저작인격권,동일성유지권,저작자,지식재산권
2023나89014,수원고등법원,2023-10-31,민사,소비자집단소송,원고 일부 승소,결함 있는 제품으로 피해를 입은 소비자들이 제조사를 상대로 손해배상을 구하는 사건,제조물 결함이 인정되어 배상 책임이 있으나 개인별 손해액 산정에 따라 일부씩 인정된다,소비자,제조물결함,집단소송,손해배상
2022가단45679,인천지방법원,2022-11-14,민사,노동조합 활동 방해 손해배상,원고 승소,사용자의 부당노동행위로 노동조합에 손해가 발생한 사건,부당노동행위가 인정되므로 노동조합의 손해를 배상하여야 한다,부당노동행위,노동조합,손해배상,노동법
2023고단6790,서울중앙지방법원,2023-06-15,형사,불법다단계,유죄,피고인이 불법 다단계판매 조직을 운영한 사건,방문판매등에관한법률에서 정한 다단계판매업의 요건을 위반하였으므로 해당 법률 위반죄가 성립한다,다단계,방문판매,불법,형사
2022가합45679,서울중앙지방법원,2022-07-05,민사,시효취득,원고 승소,타인의 토지를 장기간 점유하여 시효로 소유권 취득을 주장하는 사건,20년간 평온·공연히 부동산을 점유한 사실이 인정되므로 시효취득에 의한 소유권 이전등기를 청구할 수 있다,시효취득,점유,소유권,부동산
2023나01236,서울고등법원,2023-02-21,민사,통신판매업자 손해배상,원고 승소,통신판매업자의 과장·허위 광고로 인한 소비자 피해에 대한 배상 청구,표시·광고의공정화에관한법률 위반의 허위 광고가 인정되므로 피해 소비자에게 손해를 배상하여야 한다,통신판매,허위광고,소비자보호,손해배상
2022가단56790,광주지방법원,2022-10-24,민사,조합채무이행청구,원고 승소,조합원이 조합의 채무 이행을 이행하지 않는 경우 조합에 청구하는 사건,조합 채무의 존재 및 이행 요건이 충족되었으므로 조합은 채무를 이행하여야 한다,조합,채무이행,민법,공동책임
2023고단7891,부산지방법원,2023-07-20,형사,강요,유죄,피고인이 폭행·협박으로 피해자에게 의무 없는 일을 하게 한 사건,폭행 또는 협박에 의하여 의무 없는 일을 하게 하였으므로 강요죄가 성립한다,강요,폭행협박,형사,인신범죄
2022가합56791,서울남부지방법원,2022-08-16,민사,집행문 부여에 대한 이의,원고 패소,공정증서에 기한 집행문 부여에 이의를 제기한 사건,집행문 부여 요건이 충족되었으므로 이의 신청을 기각한다,집행문,공정증서,강제집행,민사소송
2023나12347,대구고등법원,2023-04-14,민사,부동산 명의신탁 해지,원고 승소,명의수탁자에게 부동산 반환을 구하는 사건,명의신탁 약정에 따른 해지 후 반환 의무가 있으나 부동산실명법의 적용 여부를 검토하여 유효성을 판단한다,명의신탁,부동산,반환청구,부동산실명법
2022고합2346,서울고등법원,2022-11-01,형사,청탁금지법 위반,유죄,공직자가 법정 기준을 초과하는 금품을 수수한 사건,금품 수수 사실이 인정되고 법정 기준을 초과하므로 부정청탁및금품등수수의금지에관한법률 위반죄가 성립한다,청탁금지법,금품수수,공직자,형사
2023가합78903,서울중앙지방법원,2023-09-22,민사,영업양도에 따른 채무 인수,원고 승소,영업을 양수한 자에게 영업상 채무의 이행을 구하는 사건,영업을 양수하면서 영업상 채무도 함께 인수하였으므로 채무를 이행하여야 한다,영업양도,채무인수,상법,이행청구
